"Topic#","Topic","Class","Concept ID","Type","Simulatable","Diamond (high-impact aha)","Targets misconception","Description (what the sim teaches)","Requires (prerequisites)","Required-by (unlocks)","Notes","Built in repo?"
"26","Thermodynamics","Class 11","kp_clausius_equivalence_atomic","atomic","Yes","","","Proof that Kelvin-Planck violation ⟺ Clausius violation — assume one, construct a composite engine that violates the other. Establishes the two statements are operationally identical.","[second_law_kelvin_planck_atomic, second_law_clausius_atomic]","—","TD-G7; cognitive-error-prevention atomic — students think KP and Clausius are independent claims",""
"26","Thermodynamics","Class 11","reversible_vs_irreversible_atomic","atomic","Yes","","","Reversible: infinitely slow, no dissipation, system always in equilibrium; can be reversed by infinitesimal change. Irreversible: real processes (friction, heat conduction across finite ΔT, free expansion, mixing) — direction of time emerges","[first_law_atomic, second_law_kelvin_planck_atomic]","[entropy_atomic, carnot_cycle_atomic]","The chapter's directionality concept",""
"26","Thermodynamics","Class 11","entropy_atomic","atomic","Yes","YES","","S = ∫dQ_rev/T (operational definition); ΔS_universe ≥ 0 for any real process; entropy is a STATE function (despite Q being path function — Q_rev/T is path-independent for reversible paths)","[carnot_cycle_atomic, reversible_vs_irreversible_atomic, second_law_kelvin_planck_atomic, state_vs_path_function_nano]","—","TD-G8; **Diamond candidate** — most-confused concept in chapter; **NCERT 2023 condensed; HCV/DCP retain**",""
"26","Thermodynamics","Class 11","entropy_of_universe_increases_nano","nano","Yes","","","Σ ΔS_system + ΔS_surroundings ≥ 0 for any real process; equality only for reversible. Statistical interpretation: entropy = k ln(W) (Boltzmann; T27 territory but cross-link here).","[entropy_atomic, kinetic_theory_statistical_link(T27)]","—","parent: entropy_atomic; cross-cluster bridge to T27",""
"26","Thermodynamics","Class 11","entropy_ncert_2023_note_nano","nano","—","","","NCERT 2023 condensed entropy treatment (removed standalone §12.13); HCV2 Ch.26 + DCWT Ch.21 retain full treatment; state boards (Maharashtra HSC, Tamil Nadu, Karnataka PUC, UP, WB) retain — author at full depth for state-board + JEE-Adv","[entropy_atomic]","—","parent: entropy_atomic; NCERT-divergence note; same pattern as T50",""
"27","Kinetic Theory","Class 11","kt_assumptions_atomic","atomic","Yes","","","Molecules are point particles + identical mass + random motion + elastic collisions + negligible inter-molecular volume vs container volume + Newtonian mechanics applies","—","[kinetic_theory_pressure_atomic, ideal_gas_equation_atomic, mean_free_path_atomic]","Foundational assumptions atomic; cognitive-prep for ""ideal"" vs ""real"" gas",""
"27","Kinetic Theory","Class 11","point_particle_vs_real_molecule_nano","nano","—","","","Real molecules have finite size + intermolecular forces (van der Waals); ideal-gas treatment is the high-T low-P limit","[kt_assumptions_atomic]","—","parent: kt_assumptions_atomic",""
"27","Kinetic Theory","Class 11","ideal_gas_equation_atomic","atomic","Yes","","","PV = nRT (macroscopic); equivalent forms PV = NkT (per-molecule) and P = ρRT/M (density form). Bundles Boyle, Charles, Avogadro.","[kt_assumptions_atomic]","[kinetic_theory_pressure_atomic, isothermal_process_atomic(T26), isobaric_process_atomic(T26), isochoric_process_atomic(T26)]","KT-G2; **bridge atomic to all four T26 process atomics**",""
"27","Kinetic Theory","Class 11","boyle_charles_avogadro_unification_nano","nano","Yes","","","Boyle: PV=const at fixed T; Charles: V/T=const at fixed P; Avogadro: V ∝ n at fixed P,T. All three reconciled in PV=nRT.","[ideal_gas_equation_atomic]","—","parent: ideal_gas_equation_atomic",""
"27","Kinetic Theory","Class 11","universal_gas_constant_R_nano","nano","—","","","R = 8.314 J/(mol·K); k = R/N_A = 1.38 × 10⁻²³ J/K (Boltzmann constant); SI-unit reconciliation","[ideal_gas_equation_atomic]","—","parent: ideal_gas_equation_atomic",""
"27","Kinetic Theory","Class 11","kinetic_theory_pressure_atomic","atomic","Yes","YES","","PV = (1/3)Nm⟨v²⟩; pressure as time-averaged momentum-flux from molecular collisions on container walls; central derivation of chapter","[kt_assumptions_atomic, ideal_gas_equation_atomic, momentum_change_in_elastic_collision(T14)]","[kinetic_temperature_atomic, molecular_speed_distribution_atomic]","KT-G3; **central derivation atomic; Diamond candidate** — molecules bouncing in box → pressure on wall sim",""
"27","Kinetic Theory","Class 11","momentum_flux_per_collision_nano","nano","Yes","","","Single molecule with v_x hits wall: Δp = 2mv_x; collision rate per molecule = v_x/(2L); pressure contribution per molecule = mv_x²/V","[kinetic_theory_pressure_atomic]","—","parent: kinetic_theory_pressure_atomic",""
"27","Kinetic Theory","Class 11","isotropy_factor_one_third_nano","nano","Yes","","","⟨v_x²⟩ = ⟨v_y²⟩ = ⟨v_z²⟩ = ⟨v²⟩/3 by isotropy → factor 1/3 in PV = (1/3)Nm⟨v²⟩","[kinetic_theory_pressure_atomic]","—","parent: kinetic_theory_pressure_atomic",""
"27","Kinetic Theory","Class 11","kinetic_temperature_atomic","atomic","Yes","","","(1/2)m⟨v²⟩ = (3/2)kT — temperature is proportional to per-molecule average translational kinetic energy","[kinetic_theory_pressure_atomic, ideal_gas_equation_atomic]","[molecular_speed_distribution_atomic, equipartition_theorem_atomic, internal_energy_atomic(T26)]","The microscopic-to-macroscopic bridge atomic; **closes T26 internal_energy ← T27 microscopic origin**",""
"27","Kinetic Theory","Class 11","temperature_is_translational_ke_not_total_ke_nano","nano","Yes","","","T relates only to translational KE per (3/2)kT per molecule; rotational + vibrational KE contribute to Cv but not directly to T. **Cognitive-error-prevention nano** — subtle but central misconception.","[kinetic_temperature_atomic, equipartition_theorem_atomic]","—","parent: kinetic_temperature_atomic; KT-G10 cognitive-error-prevention",""
"27","Kinetic Theory","Class 11","molecular_speed_distribution_atomic","atomic","Yes","","","v_rms = √(3kT/m), v_avg = √(8kT/πm), v_mp = √(2kT/m); inequality v_mp < v_avg < v_rms","[kinetic_temperature_atomic, maxwell_boltzmann_distribution_atomic]","[mean_free_path_atomic, equipartition_theorem_atomic]","KT-G4; cognitive-error-prevention bundling",""
"27","Kinetic Theory","Class 11","three_speed_comparison_table_nano","nano","Yes","","","Side-by-side table: name, formula, numerical-ratio at fixed T (v_mp : v_avg : v_rms ≈ 1.000 : 1.128 : 1.225)","[molecular_speed_distribution_atomic]","—","parent: molecular_speed_distribution_atomic; KT-G4 cognitive-error-prevention nano",""
"27","Kinetic Theory","Class 11","rms_speed_n2_o2_at_300k_nano","nano","Yes","","","N₂ at 300 K: v_rms ≈ 517 m/s; O₂ at 300 K: v_rms ≈ 484 m/s; H₂ at 300 K: v_rms ≈ 1928 m/s (~Earth-escape relevant)","[molecular_speed_distribution_atomic]","—","parent: molecular_speed_distribution_atomic",""
"27","Kinetic Theory","Class 11","maxwell_boltzmann_distribution_atomic","atomic","Yes","YES","","f(v) = 4π(m/2πkT)^(3/2) v² exp(−mv²/2kT); probability-density of molecular speeds; peaks at v_mp; broadens with T","[kinetic_temperature_atomic, gaussian_distribution(math-tools NEW), integration_of_gaussian(math-tools)]","[molecular_speed_distribution_atomic, equipartition_theorem_atomic]","KT-G7; **Diamond candidate** — probability-density curve at varying T = one of physics' most compelling sims",""
"27","Kinetic Theory","Class 11","distribution_widens_with_temperature_nano","nano","Yes","","","At higher T: peak shifts right (higher v_mp), peak height decreases, total area stays = 1; the high-speed tail lengthens","[maxwell_boltzmann_distribution_atomic]","—","parent: maxwell_boltzmann_distribution_atomic",""
"27","Kinetic Theory","Class 11","high_speed_tail_for_reaction_rates_nano","nano","—","","","Reaction rates depend on fraction of molecules with KE > activation energy → exponential tail dominates; basis for Arrhenius equation (chemistry)","[maxwell_boltzmann_distribution_atomic]","—","parent: maxwell_boltzmann_distribution_atomic; chemistry-bridge nano",""
"27","Kinetic Theory","Class 11","equipartition_theorem_atomic","atomic","Yes","","","Each quadratic degree of freedom (KE or PE) contributes (1/2)kT to average per-molecule energy; total U = (f/2)NkT for f dof per molecule","[kinetic_temperature_atomic, molecular_speed_distribution_atomic]","[specific_heat_atomic(T26), gamma_for_mono_di_polyatomic_nano(T26)]","KT-G5; **closes T26 Cp/Cv ratio derivation**",""
"27","Kinetic Theory","Class 11","degrees_of_freedom_table_nano","nano","Yes","","","Side-by-side table: Monatomic (3 trans, f=3, γ=5/3, Cv=3R/2). Diatomic rigid (3 trans + 2 rot, f=5, γ=7/5, Cv=5R/2). Diatomic with vib at high T (f=7, γ=9/7, Cv=7R/2). Polyatomic linear (f=5-7), nonlinear (f=6+). **Cognitive-error-prevention nano** — students conflate the three.","[equipartition_theorem_atomic]","[gamma_for_mono_di_polyatomic_nano(T26)]","parent: equipartition_theorem_atomic; KT-G10 cognitive-error-prevention",""
"27","Kinetic Theory","Class 11","vibrational_modes_kick_in_at_high_t_nano","nano","—","","","Diatomic at room T: f=5 (3 trans + 2 rot). Above ~1000 K: vibrational modes activated → f=7. Explains why Cv is not strictly constant.","[equipartition_theorem_atomic, degrees_of_freedom_table_nano]","—","parent: equipartition_theorem_atomic",""
"27","Kinetic Theory","Class 11","mean_free_path_atomic","atomic","Yes","","","λ = 1/(√2·n·π·d²); average distance a molecule travels between collisions; bridges molecular-scale to bulk-transport phenomena (viscosity, diffusion, conduction)","[kt_assumptions_atomic, ideal_gas_equation_atomic, molecular_speed_distribution_atomic]","—","KT-G6; applied-physics atomic",""
"27","Kinetic Theory","Class 11","mfp_air_at_stp_nano","nano","Yes","","","Air at STP: λ ≈ 70 nm; n ≈ 2.7 × 10²⁵ /m³; d ≈ 0.37 nm. Validates point-particle assumption (λ ≫ d)","[mean_free_path_atomic]","—","parent: mean_free_path_atomic",""
"27","Kinetic Theory","Class 11","atmospheric_diffusion_imd_ncmrwf_nano","nano","—","","","MFP increases at high altitude (low n) → diffusion becomes dominant transport mechanism; IMD/NCMRWF weather models use kinetic-theory-derived diffusion coefficients for pollutant transport (CPCB Mumbai/Delhi PM2.5 dispersion)","[mean_free_path_atomic]","—","parent: mean_free_path_atomic; **research/atmospheric anchor: IMD + NCMRWF + CPCB**",""
"27","Kinetic Theory","Class 11","vacuum_quality_via_mfp_nano","nano","—","","","Lab vacuum: P=10⁻⁶ torr → λ ~ 50 m ≫ chamber size → molecular-flow regime (vs viscous flow). ISRO satellite-thermal labs + BARC noble-gas separation operate in this regime.","[mean_free_path_atomic]","—","parent: mean_free_path_atomic; ISRO + BARC anchor",""
"27","Kinetic Theory","Class 11","statistical_entropy_boltzmann_nano","nano","Yes","","","S = k ln W where W = number of microstates compatible with macrostate. Boltzmann's gravestone equation. Bridges to T26 entropy_atomic.","[maxwell_boltzmann_distribution_atomic, entropy_atomic(T26)]","—","parent (cross-cluster): entropy_atomic(T26); **bidirectional bridge nano**",""
"29","Electric Charges","Class 12","electric_charge_basics","atomic","Yes","","","Umbrella per CH-G1: additive (scalar nano) + conserved (β-decay nano) + quantised (q=ne nano). NCERT §1.5 carries all three in one section — keep them unified","`quantisation_intuition_math`","charging_by_friction, charging_by_conduction, charging_by_induction, [T30:E_field_basics], [T31:capacitor_charge]","Umbrella per CH-G1: additive (scalar nano) + conserved (β-decay nano) + quantised (q=ne nano). NCERT §1.5 carries all three in one section — keep them unified",""
"29","Electric Charges","Class 12","additivity_of_charges","nano","Yes","","","Algebraic sum like mass; sign matters. 1-state insight","—","electric_charge_basics","Algebraic sum like mass; sign matters. 1-state insight",""
"29","Electric Charges","Class 12","charge_conservation","nano","Yes","","","β-decay creates e+p with net 0; pair production conserves","—","electric_charge_basics","β-decay creates e+p with net 0; pair production conserves",""
"29","Electric Charges","Class 12","quantisation_q_equals_ne","nano","Yes","","","Step-size e = 1.6e-19 C; macroscopic μC ≈ 10¹³ steps, so quantisation invisible at lab scale","—","electric_charge_basics, charging_by_friction","Step-size e = 1.6e-19 C; macroscopic μC ≈ 10¹³ steps, so quantisation invisible at lab scale",""
"29","Electric Charges","Class 12","charging_by_friction","atomic","Yes","","","Class-room canonical: comb in dry hair, balloon on wall. Indian-context: monsoon vs winter dryness — winter sparks abundant","electric_charge_basics (additivity + conservation)","charging_by_conduction, [T30:electrostatic_induction_charges_on_surface]","Class-room canonical: comb in dry hair, balloon on wall. Indian-context: monsoon vs winter dryness — winter sparks abundant",""
"29","Electric Charges","Class 12","tribo_series_simple","nano","Yes","","","Glass+silk → glass +ve; ebonite+wool → ebonite −ve. Mnemonic table (5 entries) sufficient at Class 12","—","charging_by_friction","Glass+silk → glass +ve; ebonite+wool → ebonite −ve. Mnemonic table (5 entries) sufficient at Class 12",""
"29","Electric Charges","Class 12","charging_by_conduction","atomic","Yes","","","Touch a charged body to a neutral one → charge redistributes. Charge sharing q→q/2 when identical spheres touched","electric_charge_basics, charging_by_friction","charging_by_induction, field_inside_conductor_is_zero (field_inside_conductor)","Touch a charged body to a neutral one → charge redistributes. Charge sharing q→q/2 when identical spheres touched",""
"29","Electric Charges","Class 12","charging_by_induction","atomic","Yes","","","The canonical 5-step NCERT §1.4 process is the visual anchor. EPIC-C STATE_1 wrong belief: ""the rod must touch"" — induction does NOT require contact","electric_charge_basics, charging_by_conduction, field_inside_conductor_is_zero","[T30:dipole_in_external_field], [T31:dielectric_polarisation]","The canonical 5-step NCERT §1.4 process is the visual anchor. EPIC-C STATE_1 wrong belief: ""the rod must touch"" — induction does NOT require contact",""
"29","Electric Charges","Class 12","grounding_completes_induction","nano","Yes","","","The wire-to-earth step is what separates ""induction"" from ""polarisation"". Without grounding, induction reverses when rod is removed","—","charging_by_induction","The wire-to-earth step is what separates ""induction"" from ""polarisation"". Without grounding, induction reverses when rod is removed",""
"29","Electric Charges","Class 12","conductor_vs_insulator","atomic","Yes","","","Free-electron model. Indian-context: dry wood = insulator (safe), wet wood = partial conductor (NOT safe — earthing-shock context per NCERT §1.3)","electric_charge_basics","charging_by_conduction, charging_by_induction, field_inside_conductor_is_zero, [T34:resistance_intro]","Free-electron model. Indian-context: dry wood = insulator (safe), wet wood = partial conductor (NOT safe — earthing-shock context per NCERT §1.3)",""
"29","Electric Charges","Class 12","semiconductor_intro","nano","Yes","","","Per CH-G5: nano here, atomic in T48. Just the existence + intermediate-ρ fact + ""thermal carriers"" hint","—","conductor_vs_insulator, [T48:band_theory]","Per CH-G5: nano here, atomic in T48. Just the existence + intermediate-ρ fact + ""thermal carriers"" hint",""
"29","Electric Charges","Class 12","earthing_safety_three_pin_plug","nano","Yes","","","NCERT §1.3 footnote on Indian home wiring (live + neutral + earth). Anchor primitive","—","conductor_vs_insulator","NCERT §1.3 footnote on Indian home wiring (live + neutral + earth). Anchor primitive",""
"29","Electric Charges","Class 12","coulomb_law_scalar","atomic","Yes","","","F = k q₁q₂/r². Sign convention via signed q₁, q₂. EPIC-C STATE_1 wrong belief: ""force depends on net charge sum, not product"" — common confusion","electric_charge_basics, [math:1_over_r_squared]","coulomb_vs_gravity_strength, superposition_principle_for_charges, force_on_charge_in_multi_charge_system, [T30:E_field_from_point_charge], [T31:potential_energy_pairs]","F = k q₁q₂/r². Sign convention via signed q₁, q₂. EPIC-C STATE_1 wrong belief: ""force depends on net charge sum, not product"" — common confusion",""
"29","Electric Charges","Class 12","coulomb_constant_k_value","nano","Yes","","","k = 9e9 N·m²/C² in vacuum; permittivity ε₀ = 8.854e-12. Just the constants","—","coulomb_law_scalar","k = 9e9 N·m²/C² in vacuum; permittivity ε₀ = 8.854e-12. Just the constants",""
"29","Electric Charges","Class 12","r_squared_dependence_intuition","nano","Yes","","","The ""double distance, force becomes 1/4"" pattern. Cross-cluster bridge to gravitation (already noted in T16 catalog)","—","coulomb_law_scalar, [T16:gravitation_inverse_square]","The ""double distance, force becomes 1/4"" pattern. Cross-cluster bridge to gravitation (already noted in T16 catalog)",""
"29","Electric Charges","Class 12","coulomb_law_vector","atomic","Yes","","","Eq.1.3: F⃗₂₁ = (1/4πε₀)(q₁q₂/r²₂₁) r̂₂₁. The split per CH-G3 surfaces the scalar→vector pedagogical gap","coulomb_law_scalar, [math:vector_addition], [math:unit_vector_r_hat]","coulomb_vs_gravity_strength, electric_field_definition, [T30:E_field_vector]","Eq.1.3: F⃗₂₁ = (1/4πε₀)(q₁q₂/r²₂₁) r̂₂₁. The split per CH-G3 surfaces the scalar→vector pedagogical gap",""
"29","Electric Charges","Class 12","direction_attractive_vs_repulsive","nano","Yes","","","Same sign ⇒ along r̂₂₁; opposite sign ⇒ along −r̂₂₁. The sign-of-product = sign-of-direction insight","—","coulomb_law_vector","Same sign ⇒ along r̂₂₁; opposite sign ⇒ along −r̂₂₁. The sign-of-product = sign-of-direction insight",""
"29","Electric Charges","Class 12","newtons_third_law_check","nano","Yes","","","F⃗₁₂ = −F⃗₂₁. Coulomb's law respects Newton-III — a sanity check pedagogically valuable for confidence","—","coulomb_law_vector","F⃗₁₂ = −F⃗₂₁. Coulomb's law respects Newton-III — a sanity check pedagogically valuable for confidence",""
"29","Electric Charges","Class 12","coulomb_vs_gravity_strength","atomic","Yes","","","NCERT Example 1.4: F_e/F_G ≈ 2.4e39 for e-p. Establishes ""atomic-scale dominated by electric force; cosmic-scale dominated by gravity."" Cross-cluster bridge to T16","coulomb_law_scalar, [T16:newtons_law_of_gravitation]","field_inside_conductor_is_zero (motivates ""no field inside conductor"")","NCERT Example 1.4: F_e/F_G ≈ 2.4e39 for e-p. Establishes ""atomic-scale dominated by electric force; cosmic-scale dominated by gravity."" Cross-cluster bridge to T16",""
"29","Electric Charges","Class 12","superposition_principle_for_charges","atomic","Yes","","","Per CH-G4: standalone atomic. Force on q due to system = vector sum of pairwise Coulomb forces. EPIC-C STATE_1 wrong belief: ""the presence of q₃ modifies the q₁-q₂ pair force"" — NO, pairs are independent","coulomb_law_scalar, coulomb_law_vector, [math:vector_addition]","force_on_charge_in_multi_charge_system, electric_field_definition, field_due_to_system_of_charges, [T30:E_field_superposition], [T34:kirchhoff_current_junction]","Per CH-G4: standalone atomic. Force on q due to system = vector sum of pairwise Coulomb forces. EPIC-C STATE_1 wrong belief: ""the presence of q₃ modifies the q₁-q₂ pair force"" — NO, pairs are independent",""
"29","Electric Charges","Class 12","force_on_charge_in_multi_charge_system","atomic","Yes","","","NCERT §1.7 application examples (equilateral triangle of 3 charges + 4-charge square problems). Direct superposition usage","superposition_principle_for_charges","electric_field_definition","NCERT §1.7 application examples (equilateral triangle of 3 charges + 4-charge square problems). Direct superposition usage",""
"29","Electric Charges","Class 12","electric_field_definition","atomic","Yes","","","E⃗ = F⃗/q for test charge q→0. The ""field exists without test charge"" conceptual shift. EPIC-C STATE_1 wrong belief: ""no force = no field"" (field can exist; force shows up only when test charge present)","coulomb_law_scalar, coulomb_law_vector, superposition_principle_for_charges","field_due_to_system_of_charges, electric_field_lines, [T30:gauss_law], [T31:capacitor_E_field]","E⃗ = F⃗/q for test charge q→0. The ""field exists without test charge"" conceptual shift. EPIC-C STATE_1 wrong belief: ""no force = no field"" (field can exist; force shows up only when test charge present)",""
"29","Electric Charges","Class 12","test_charge_limit","nano","Yes","","","Why q→0: large test charge would disturb the source distribution. HCV §29.3 explicit on this","—","electric_field_definition","Why q→0: large test charge would disturb the source distribution. HCV §29.3 explicit on this",""
"29","Electric Charges","Class 12","field_direction_radial_for_point_charge","nano","Yes","","","E⃗ points outward for +Q, inward for −Q. Sphere-of-symmetry insight","—","electric_field_definition, electric_field_lines","E⃗ points outward for +Q, inward for −Q. Sphere-of-symmetry insight",""
"29","Electric Charges","Class 12","field_due_to_system_of_charges","atomic","Yes","","","E⃗ = Σ E⃗_i. Direct from superposition. NCERT Eq.1.10. Visual: 3-charge field-vector composition at a point","superposition_principle_for_charges, electric_field_definition","electric_field_lines, [T30:gauss_law_applications]","E⃗ = Σ E⃗_i. Direct from superposition. NCERT Eq.1.10. Visual: 3-charge field-vector composition at a point",""
"29","Electric Charges","Class 12","electric_field_lines","atomic","Yes","","","The 6 properties (start +, end −, never cross, density ∝ |E|, perpendicular to conductor surface, tangent gives direction). EPIC-C STATE_1 wrong belief: ""field lines are physical objects"" — they're geometric construction","electric_field_definition, field_due_to_system_of_charges","[T30:gauss_law_via_flux_count], [T31:capacitor_parallel_plate_field]","The 6 properties (start +, end −, never cross, density ∝ |E|, perpendicular to conductor surface, tangent gives direction). EPIC-C STATE_1 wrong belief: ""field lines are physical objects"" — they're geometric construction",""
"29","Electric Charges","Class 12","field_lines_never_cross","nano","Yes","","","Because the field has a unique direction at every point. Pedagogically critical because students draw crossings in homework","—","electric_field_lines","Because the field has a unique direction at every point. Pedagogically critical because students draw crossings in homework",""
"29","Electric Charges","Class 12","field_lines_perpendicular_to_conductor","nano","Yes","","","Bridge to A14: if not ⊥, surface charges redistribute until equilibrium","—","electric_field_lines, field_inside_conductor_is_zero","Bridge to A14: if not ⊥, surface charges redistribute until equilibrium",""
"29","Electric Charges","Class 12","field_inside_conductor_is_zero","atomic","Yes","","","Per CH-G6: standalone atomic. The redistribution argument (HCV §29.13 + NCERT §1.15). High `Required-by` — foundation for capacitor theory, electrostatic shielding, and circuit-potential equality","charging_by_conduction, conductor_vs_insulator, electric_field_definition","[T30:gauss_law_conductor_cavity], [T31:capacitor_conductor_plates], [T34:potential_equality_in_wire_with_no_current]","Per CH-G6: standalone atomic. The redistribution argument (HCV §29.13 + NCERT §1.15). High `Required-by` — foundation for capacitor theory, electrostatic shielding, and circuit-potential equality",""
"29","Electric Charges","Class 12","redistribution_in_microseconds","nano","Yes","","","The free-electron drift to surface takes <1 ms (HCV §29.13). Pedagogically interesting — ""instantaneous"" is approximately true at lab scale","—","field_inside_conductor_is_zero","The free-electron drift to surface takes <1 ms (HCV §29.13). Pedagogically interesting — ""instantaneous"" is approximately true at lab scale",""
"29","Electric Charges","Class 12","charge_resides_on_surface","nano","Yes","","","Excess charge on a conductor sits on the outer surface. Bridge to Gauss's law (will be derived rigorously in T30)","—","field_inside_conductor_is_zero, [T30:gauss_law_conductor]","Excess charge on a conductor sits on the outer surface. Bridge to Gauss's law (will be derived rigorously in T30)",""
"30","Electrostatics","Class 12","electric_charge_two_kinds_positive_negative","atomic","Yes","","","Two types: positive (proton, glass rod after silk-rub) + negative (electron, plastic rod after fur-rub). Like repels, unlike attracts. **Indian-context anchor:** polyester saree spark in dry weather (NCERT §1.1 first paragraph).","(none — concept entry-point)","charge_quantisation_q_equals_n_times_e, charge_conservation_in_isolated_system, charge_additivity_algebraic_scalar_sum, charging_a_body_umbrella, coulombs_law_inverse_square_scalar_form","Two types: positive (proton, glass rod after silk-rub) + negative (electron, plastic rod after fur-rub). Like repels, unlike attracts. **Indian-context anchor:** polyester saree spark in dry weather (NCERT §1.1 first paragraph).",""
"30","Electrostatics","Class 12","like_charges_repel_unlike_charges_attract","nano","Yes","","","Visual: two pith-balls hanging from threads; both repel or both attract depending on charge sign. NCERT Fig 1.1.","electric_charge_two_kinds_positive_negative","charging_a_body_umbrella, where_to_place_third_charge_for_zero_net_force","Visual: two pith-balls hanging from threads; both repel or both attract depending on charge sign. NCERT Fig 1.1.",""
"30","Electrostatics","Class 12","polarity_franklin_convention","nano","Yes","","","Glass-rod-after-silk = +, plastic-rod-after-fur = −. Sign convention by Benjamin Franklin. Historical/conventional, no deep physics. NCERT §1.2.","electric_charge_two_kinds_positive_negative","charge_quantisation_q_equals_n_times_e","Glass-rod-after-silk = +, plastic-rod-after-fur = −. Sign convention by Benjamin Franklin. Historical/conventional, no deep physics. NCERT §1.2.",""
"30","Electrostatics","Class 12","charge_quantisation_q_equals_n_times_e","atomic","Yes","","","Charge always integer multiple of e = 1.6×10⁻¹⁹ C. Macroscopic charges are huge n. **Per E-G2: separate from conservation.** NCERT §1.5.3; HCV2 §29.1 (""charge is quantized""); DCEM §24.2 #3.","electric_charge_two_kinds_positive_negative","charge_additivity_algebraic_scalar_sum, electric_potential_energy_two_charge_system","Charge always integer multiple of e = 1.6×10⁻¹⁹ C. Macroscopic charges are huge n. **Per E-G2: separate from conservation.** NCERT §1.5.3; HCV2 §29.1 (""charge is quantized""); DCEM §24.2 #3.",""
"30","Electrostatics","Class 12","one_coulomb_equals_6_25e18_electrons","nano","Yes","","","1 C / 1.6×10⁻¹⁹ ≈ 6.25×10¹⁸ electrons. NCERT Ex 1.2 (200 years to accumulate 1 C at 10⁹ e/s). HCV2 W.Ex 4.","charge_quantisation_q_equals_n_times_e","exam_pattern_problems","1 C / 1.6×10⁻¹⁹ ≈ 6.25×10¹⁸ electrons. NCERT Ex 1.2 (200 years to accumulate 1 C at 10⁹ e/s). HCV2 W.Ex 4.",""
"30","Electrostatics","Class 12","microscopic_continuity_approximation","nano","Yes","","","At macroscopic scales the discreteness of e is invisible — we treat charge as continuous. Justifies integration over continuous charge distributions. NCERT §1.5.3 closing paragraph.","charge_quantisation_q_equals_n_times_e","electric_field_definition_E_equals_F_over_q_test_charge, electric_field_due_to_ring_of_charge_axial, electric_field_due_to_infinite_line_charge_lambda_over_2_pi_eps_r","At macroscopic scales the discreteness of e is invisible — we treat charge as continuous. Justifies integration over continuous charge distributions. NCERT §1.5.3 closing paragraph.",""
"30","Electrostatics","Class 12","charge_conservation_in_isolated_system","atomic","Yes","","","Total charge of isolated system is constant. Per E-G2: separate from quantisation. NCERT §1.5.2 + DCEM §24.2 #4. **Pair-production / pair-annihilation example** as edge case (HCV2 §29.1: ""in a beta decay process, a neutron converts into a proton and a fresh electron — total charge remains zero"").","electric_charge_two_kinds_positive_negative","charging_a_body_umbrella","Total charge of isolated system is constant. Per E-G2: separate from quantisation. NCERT §1.5.2 + DCEM §24.2 #4. **Pair-production / pair-annihilation example** as edge case (HCV2 §29.1: ""in a beta decay process, a neutron converts into a proton and a fresh electron — total charge remains zero"").",""
"30","Electrostatics","Class 12","charge_redistribution_not_creation","nano","Yes","","","Rubbing doesn't create charge — it transfers electrons. NCERT §1.2 final paragraph, HCV2 §29.1.","charge_conservation_in_isolated_system, charging_a_body_umbrella","charging_by_friction_rubbing_electron_transfer, charging_by_contact_direct_transfer","Rubbing doesn't create charge — it transfers electrons. NCERT §1.2 final paragraph, HCV2 §29.1.",""
"30","Electrostatics","Class 12","charge_additivity_algebraic_scalar_sum","atomic","Yes","","","Charges add algebraically with signs: (+1)+(+2)+(−3)+(+4)+(−5) = −1. Distinct from mass (always positive). Per E-G2: own atomic. NCERT §1.5.1.","electric_charge_two_kinds_positive_negative, charge_quantisation_q_equals_n_times_e","coulombs_law_vector_form_with_unit_vector, superposition_principle_force_from_multiple_charges","Charges add algebraically with signs: (+1)+(+2)+(−3)+(+4)+(−5) = −1. Distinct from mass (always positive). Per E-G2: own atomic. NCERT §1.5.1.",""
"30","Electrostatics","Class 12","conductors_insulators_semiconductors_classification","atomic","Yes","","","Conductors (metals, human body, earth) have free electrons; insulators (glass, plastic, wood) do not; semiconductors (Si, Ge) in between. All three sources agree (NCERT §1.3, DCEM §24.3, HCV2 §29.12).","electric_charge_two_kinds_positive_negative, atomic_structure_basics","charging_a_body_umbrella, gauss_law_atomic, electric_field_inside_conductor_in_electrostatics_zero","Conductors (metals, human body, earth) have free electrons; insulators (glass, plastic, wood) do not; semiconductors (Si, Ge) in between. All three sources agree (NCERT §1.3, DCEM §24.3, HCV2 §29.12).",""
"30","Electrostatics","Class 12","free_electrons_in_metals_conduction_electrons","nano","Yes","","","The cloud of weakly-bound outer-shell electrons. Critical for conductor physics. HCV2 §29.12.","conductors_insulators_semiconductors_classification","gauss_law_atomic","The cloud of weakly-bound outer-shell electrons. Critical for conductor physics. HCV2 §29.12.",""
"30","Electrostatics","Class 12","charging_a_body_umbrella","atomic","Yes","","","Per E-G3: one atomic with 4 method-nanos. Conceptual frame: electrons are transferred or redistributed; no charge is created. Covers all three classical charging methods + earthing for safety.","electric_charge_two_kinds_positive_negative, charge_conservation_in_isolated_system, conductors_insulators_semiconductors_classification","electric_field_inside_conductor_in_electrostatics_zero","Per E-G3: one atomic with 4 method-nanos. Conceptual frame: electrons are transferred or redistributed; no charge is created. Covers all three classical charging methods + earthing for safety.",""
